customer_id,attribute,value,valid_from,valid_to,knowledge_from,knowledge_to
CUST0045,sector,Technology,2020-01-01,2023-01-17,2020-01-30,2023-09-08
CUST0045,sector,Industrials,2020-01-01,2023-01-17,2023-09-08,2024-03-31
CUST0045,sector,Materials,2020-01-01,2023-01-17,2024-03-31,2200-01-01
CUST0045,sector,Materials,2023-01-17,2024-03-14,2023-01-20,2200-01-01
CUST0045,sector,Industrials,2024-03-14,2024-12-31,2024-04-13,2200-01-01
CUST0046,risk_tier,B,2020-01-01,2021-12-30,2020-01-25,2200-01-01
CUST0046,risk_tier,B,2021-12-30,2022-01-02,2022-01-19,2200-01-01
CUST0046,risk_tier,B,2022-01-02,2024-12-31,2022-01-10,2200-01-01
CUST0046,sector,Technology,2020-01-01,2021-04-07,2020-01-14,2022-07-29
CUST0046,sector,Technology,2020-01-01,2020-06-10,2022-07-29,2200-01-01
CUST0046,sector,Materials,2020-06-10,2020-12-12,2022-07-29,2200-01-01
CUST0046,sector,Technology,2020-12-12,2021-04-07,2022-07-29,2200-01-01
CUST0046,sector,Healthcare,2021-04-07,2024-12-31,2021-04-13,2200-01-01
CUST0047,risk_tier,A,2020-01-01,2020-11-22,2020-01-15,2200-01-01
CUST0047,risk_tier,C,2020-11-22,2022-06-18,2020-12-11,2200-01-01
CUST0047,risk_tier,C,2022-06-18,2024-01-10,2022-07-15,2200-01-01
CUST0047,risk_tier,C,2024-01-10,2024-12-31,2024-01-13,2200-01-01
CUST0047,sector,Energy,2020-01-01,2022-02-10,2020-01-23,2200-01-01
CUST0047,sector,Materials,2022-02-10,2024-12-31,2022-02-19,2200-01-01
CUST0048,risk_tier,A,2020-01-01,2023-06-12,2020-01-22,2200-01-01
CUST0048,risk_tier,B,2023-06-12,2024-06-29,2023-06-16,2200-01-01
CUST0048,risk_tier,C,2024-06-29,2024-12-31,2024-07-17,2200-01-01
CUST0048,sector,Healthcare,2020-01-01,2021-08-05,2020-01-08,2200-01-01
CUST0048,sector,Healthcare,2021-08-05,2023-08-06,2021-08-14,2200-01-01
CUST0048,sector,Financials,2023-08-06,2024-12-31,2023-08-11,2026-01-21
CUST0048,sector,Financials,2023-08-06,2024-02-01,2026-01-21,2200-01-01
CUST0048,sector,Industrials,2024-02-01,2024-08-24,2026-01-21,2200-01-01
CUST0048,sector,Financials,2024-08-24,2024-12-31,2026-01-21,2200-01-01
CUST0049,risk_tier,B,2020-01-01,2022-11-08,2020-01-18,2200-01-01
CUST0049,risk_tier,C,2022-11-08,2023-01-10,2022-11-15,2200-01-01
CUST0049,risk_tier,C,2023-01-10,2024-12-31,2023-02-01,2200-01-01
CUST0049,sector,Materials,2020-01-01,2020-10-29,2020-01-06,2200-01-01
CUST0049,sector,Industrials,2020-10-29,2024-08-01,2020-11-26,2200-01-01
CUST0049,sector,Healthcare,2024-08-01,2024-12-31,2024-08-14,2025-08-23
CUST0049,sector,Healthcare,2024-08-01,2024-09-23,2025-08-23,2200-01-01
CUST0049,sector,Industrials,2024-09-23,2024-11-23,2025-08-23,2200-01-01
CUST0049,sector,Healthcare,2024-11-23,2024-12-31,2025-08-23,2200-01-01
CUST0050,risk_tier,A,2020-01-01,2023-07-28,2020-01-12,2200-01-01
CUST0050,risk_tier,C,2023-07-28,2024-06-04,2023-08-25,2200-01-01
CUST0050,risk_tier,A,2024-06-04,2024-12-31,2024-07-02,2200-01-01
CUST0050,sector,Financials,2020-01-01,2020-07-29,2020-01-21,2021-05-16
CUST0050,sector,Energy,2020-01-01,2020-07-29,2021-05-16,2200-01-01
CUST0050,sector,Technology,2020-07-29,2024-12-31,2020-08-15,2200-01-01
CUST0051,risk_tier,C,2020-01-01,2020-10-31,2020-01-28,2200-01-01
CUST0051,risk_tier,C,2020-10-31,2022-11-20,2020-11-26,2200-01-01
CUST0051,risk_tier,B,2022-11-20,2023-07-01,2022-12-08,2200-01-01
CUST0051,risk_tier,A,2023-07-01,2024-12-31,2023-07-13,2200-01-01
CUST0051,sector,Technology,2020-01-01,2020-07-15,2020-01-28,2200-01-01
CUST0051,sector,Industrials,2020-07-15,2021-07-06,2020-07-22,2200-01-01
CUST0051,sector,Financials,2021-07-06,2023-07-29,2021-07-09,2200-01-01
CUST0051,sector,Technology,2023-07-29,2024-12-31,2023-08-20,2025-08-07
CUST0051,sector,Healthcare,2023-07-29,2024-12-31,2025-08-07,2026-04-11
CUST0051,sector,Energy,2023-07-29,2024-12-31,2026-04-11,2200-01-01
CUST0052,risk_tier,C,2020-01-01,2024-07-19,2020-01-03,2200-01-01
CUST0052,risk_tier,C,2024-07-19,2024-12-31,2024-08-01,2200-01-01
CUST0052,sector,Healthcare,2020-01-01,2021-02-19,2020-01-15,2200-01-01
CUST0052,sector,Materials,2021-02-19,2022-01-11,2021-03-18,2200-01-01
CUST0052,sector,Healthcare,2022-01-11,2024-06-09,2022-02-05,2200-01-01
CUST0052,sector,Energy,2024-06-09,2024-12-31,2024-06-25,2200-01-01
CUST0053,risk_tier,B,2020-01-01,2022-05-20,2020-01-12,2200-01-01
CUST0053,risk_tier,B,2022-05-20,2022-07-25,2022-05-20,2200-01-01
CUST0053,risk_tier,B,2022-07-25,2024-12-31,2022-08-01,2200-01-01
CUST0053,sector,Technology,2020-01-01,2020-08-13,2020-01-13,2200-01-01
CUST0053,sector,Energy,2020-08-13,2024-12-31,2020-08-25,2025-10-31
CUST0053,sector,Financials,2020-08-13,2024-12-31,2025-10-31,2200-01-01
CUST0054,risk_tier,B,2020-01-01,2022-02-03,2020-01-25,2200-01-01
CUST0054,risk_tier,C,2022-02-03,2024-12-31,2022-03-05,2200-01-01
CUST0054,sector,Technology,2020-01-01,2021-08-07,2020-01-29,2200-01-01
CUST0054,sector,Healthcare,2021-08-07,2022-02-22,2021-08-07,2023-03-28
CUST0054,sector,Materials,2021-08-07,2022-02-22,2023-03-28,2200-01-01
CUST0054,sector,Financials,2022-02-22,2024-08-09,2022-03-09,2200-01-01
CUST0054,sector,Materials,2024-08-09,2024-12-31,2024-08-11,2200-01-01
CUST0055,risk_tier,B,2020-01-01,2023-07-08,2020-01-26,2200-01-01
CUST0055,risk_tier,C,2023-07-08,2024-12-31,2023-08-04,2200-01-01
CUST0055,sector,Technology,2020-01-01,2022-09-14,2020-01-23,2023-11-06
CUST0055,sector,Industrials,2020-01-01,2022-09-14,2023-11-06,2200-01-01
CUST0055,sector,Industrials,2022-09-14,2024-12-31,2022-09-28,2200-01-01
CUST0056,risk_tier,C,2020-01-01,2021-07-01,2020-01-14,2200-01-01
CUST0056,risk_tier,B,2021-07-01,2024-12-31,2021-07-10,2200-01-01
CUST0056,sector,Materials,2020-01-01,2022-07-14,2020-01-26,2023-04-17
CUST0056,sector,Financials,2020-01-01,2022-07-14,2023-04-17,2024-02-29
CUST0056,sector,Technology,2020-01-01,2022-07-14,2024-02-29,2200-01-01
CUST0056,sector,Industrials,2022-07-14,2024-12-31,2022-07-20,2200-01-01
CUST0057,risk_tier,A,2020-01-01,2021-07-19,2020-01-18,2200-01-01
CUST0057,risk_tier,C,2021-07-19,2024-12-31,2021-08-08,2200-01-01
CUST0057,sector,Industrials,2020-01-01,2022-01-28,2020-01-13,2200-01-01
CUST0057,sector,Materials,2022-01-28,2022-03-07,2022-02-03,2200-01-01
CUST0057,sector,Financials,2022-03-07,2024-02-05,2022-03-22,2200-01-01
CUST0057,sector,Materials,2024-02-05,2024-12-31,2024-02-10,2200-01-01
CUST0058,risk_tier,C,2020-01-01,2021-08-27,2020-01-04,2200-01-01
CUST0058,risk_tier,C,2021-08-27,2022-03-18,2021-09-25,2200-01-01
CUST0058,risk_tier,A,2022-03-18,2024-04-09,2022-04-06,2200-01-01
CUST0058,risk_tier,A,2024-04-09,2024-12-31,2024-05-07,2200-01-01
CUST0058,sector,Healthcare,2020-01-01,2023-06-07,2020-01-27,2200-01-01
CUST0058,sector,Financials,2023-06-07,2024-01-16,2023-06-23,2200-01-01
CUST0058,sector,Financials,2024-01-16,2024-12-31,2024-01-23,2200-01-01
CUST0059,risk_tier,B,2020-01-01,2020-11-25,2020-01-15,2200-01-01
CUST0059,risk_tier,A,2020-11-25,2023-12-05,2020-12-17,2200-01-01
CUST0059,risk_tier,C,2023-12-05,2024-08-22,2023-12-27,2200-01-01
CUST0059,risk_tier,A,2024-08-22,2024-12-31,2024-08-23,2200-01-01
CUST0059,sector,Healthcare,2020-01-01,2022-08-15,2020-01-06,2200-01-01
CUST0059,sector,Financials,2022-08-15,2024-12-31,2022-09-08,2200-01-01
CUST0060,risk_tier,A,2020-01-01,2023-10-29,2020-01-18,2200-01-01
CUST0060,risk_tier,B,2023-10-29,2024-12-31,2023-11-24,2200-01-01
CUST0060,sector,Healthcare,2020-01-01,2020-09-15,2020-01-23,2200-01-01
CUST0060,sector,Healthcare,2020-09-15,2024-07-23,2020-09-27,2200-01-01
CUST0060,sector,Materials,2024-07-23,2024-12-31,2024-08-14,2200-01-01
CUST0061,risk_tier,A,2020-01-01,2023-01-25,2020-01-08,2200-01-01
CUST0061,risk_tier,C,2023-01-25,2024-12-31,2023-02-01,2200-01-01
CUST0061,sector,Industrials,2020-01-01,2021-03-11,2020-01-19,2200-01-01
CUST0061,sector,Energy,2021-03-11,2022-08-02,2021-04-05,2200-01-01
CUST0061,sector,Materials,2022-08-02,2024-12-31,2022-08-14,2200-01-01
CUST0062,risk_tier,C,2020-01-01,2021-09-21,2020-01-09,2200-01-01
CUST0062,risk_tier,B,2021-09-21,2024-03-21,2021-09-28,2200-01-01
CUST0062,risk_tier,C,2024-03-21,2024-07-20,2024-04-15,2200-01-01
CUST0062,risk_tier,B,2024-07-20,2024-12-31,2024-07-22,2200-01-01
CUST0062,sector,Industrials,2020-01-01,2021-08-26,2020-01-15,2200-01-01
CUST0062,sector,Energy,2021-08-26,2023-08-08,2021-09-01,2200-01-01
CUST0062,sector,Financials,2023-08-08,2024-08-25,2023-08-18,2200-01-01
CUST0062,sector,Materials,2024-08-25,2024-12-31,2024-09-07,2200-01-01
CUST0063,risk_tier,C,2020-01-01,2021-11-13,2020-01-07,2200-01-01
CUST0063,risk_tier,C,2021-11-13,2024-12-31,2021-12-01,2200-01-01
CUST0063,sector,Materials,2020-01-01,2022-12-23,2020-01-25,2023-12-12
CUST0063,sector,Materials,2020-01-01,2021-01-15,2023-12-12,2200-01-01
CUST0063,sector,Healthcare,2021-01-15,2022-03-26,2023-12-12,2200-01-01
CUST0063,sector,Materials,2022-03-26,2022-12-23,2023-12-12,2200-01-01
CUST0063,sector,Technology,2022-12-23,2024-12-31,2023-01-13,2200-01-01
CUST0064,risk_tier,C,2020-01-01,2020-05-18,2020-01-07,2200-01-01
CUST0064,risk_tier,C,2020-05-18,2023-04-06,2020-05-26,2200-01-01
CUST0064,risk_tier,A,2023-04-06,2024-12-31,2023-05-03,2200-01-01
CUST0064,sector,Materials,2020-01-01,2021-03-23,2020-01-29,2021-11-26
CUST0064,sector,Healthcare,2020-01-01,2021-03-23,2021-11-26,2200-01-01
CUST0064,sector,Energy,2021-03-23,2024-12-31,2021-03-23,2200-01-01
CUST0065,risk_tier,A,2020-01-01,2023-01-13,2020-01-07,2200-01-01
CUST0065,risk_tier,B,2023-01-13,2023-03-04,2023-02-02,2200-01-01
CUST0065,risk_tier,B,2023-03-04,2024-12-31,2023-03-16,2200-01-01
CUST0065,sector,Healthcare,2020-01-01,2020-11-28,2020-01-01,2200-01-01
CUST0065,sector,Energy,2020-11-28,2024-05-25,2020-12-07,2200-01-01
CUST0065,sector,Healthcare,2024-05-25,2024-12-31,2024-06-07,2025-08-30
CUST0065,sector,Healthcare,2024-05-25,2024-08-10,2025-08-30,2200-01-01
CUST0065,sector,Industrials,2024-08-10,2024-11-06,2025-08-30,2200-01-01
CUST0065,sector,Healthcare,2024-11-06,2024-12-31,2025-08-30,2200-01-01
CUST0066,risk_tier,B,2020-01-01,2021-04-28,2020-01-21,2200-01-01
CUST0066,risk_tier,B,2021-04-28,2024-12-31,2021-04-28,2200-01-01
CUST0066,sector,Energy,2020-01-01,2021-06-24,2020-01-26,2200-01-01
CUST0066,sector,Energy,2021-06-24,2022-03-23,2021-07-15,2200-01-01
CUST0066,sector,Technology,2022-03-23,2024-08-19,2022-04-07,2025-06-28
CUST0066,sector,Healthcare,2022-03-23,2024-08-19,2025-06-28,2200-01-01
CUST0066,sector,Technology,2024-08-19,2024-12-31,2024-09-11,2200-01-01
CUST0067,risk_tier,A,2020-01-01,2020-08-14,2020-01-02,2200-01-01
CUST0067,risk_tier,C,2020-08-14,2022-01-30,2020-08-27,2200-01-01
CUST0067,risk_tier,B,2022-01-30,2024-02-02,2022-02-04,2200-01-01
CUST0067,risk_tier,B,2024-02-02,2024-12-31,2024-02-09,2200-01-01
CUST0067,sector,Healthcare,2020-01-01,2021-11-29,2020-01-31,2023-03-16
CUST0067,sector,Healthcare,2020-01-01,2020-09-01,2023-03-16,2200-01-01
CUST0067,sector,Technology,2020-09-01,2021-06-07,2023-03-16,2200-01-01
CUST0067,sector,Healthcare,2021-06-07,2021-11-29,2023-03-16,2200-01-01
CUST0067,sector,Financials,2021-11-29,2024-12-31,2021-11-30,2200-01-01
CUST0068,risk_tier,C,2020-01-01,2022-01-26,2020-01-02,2200-01-01
CUST0068,risk_tier,A,2022-01-26,2022-03-17,2022-01-26,2200-01-01
CUST0068,risk_tier,A,2022-03-17,2022-04-23,2022-03-22,2200-01-01
CUST0068,risk_tier,A,2022-04-23,2024-12-31,2022-05-02,2200-01-01
CUST0068,sector,Materials,2020-01-01,2023-11-22,2020-01-16,2024-07-16
CUST0068,sector,Industrials,2020-01-01,2023-11-22,2024-07-16,2200-01-01
CUST0068,sector,Energy,2023-11-22,2024-12-31,2023-11-28,2200-01-01
CUST0069,risk_tier,B,2020-01-01,2024-04-02,2020-01-11,2200-01-01
CUST0069,risk_tier,C,2024-04-02,2024-12-31,2024-04-17,2200-01-01
CUST0069,sector,Technology,2020-01-01,2020-05-24,2020-01-15,2200-01-01
CUST0069,sector,Materials,2020-05-24,2021-12-01,2020-05-30,2022-08-08
CUST0069,sector,Industrials,2020-05-24,2021-12-01,2022-08-08,2023-07-14
CUST0069,sector,Financials,2020-05-24,2021-12-01,2023-07-14,2200-01-01
CUST0069,sector,Financials,2021-12-01,2022-01-24,2021-12-18,2200-01-01
CUST0069,sector,Energy,2022-01-24,2024-12-31,2022-02-16,2200-01-01
CUST0070,risk_tier,B,2020-01-01,2021-08-18,2020-01-07,2200-01-01
CUST0070,risk_tier,A,2021-08-18,2024-03-25,2021-08-29,2200-01-01
CUST0070,risk_tier,B,2024-03-25,2024-12-31,2024-04-13,2200-01-01
CUST0070,sector,Technology,2020-01-01,2020-05-06,2020-01-09,2200-01-01
CUST0070,sector,Financials,2020-05-06,2022-12-02,2020-06-01,2200-01-01
CUST0070,sector,Financials,2022-12-02,2023-12-22,2022-12-23,2200-01-01
CUST0070,sector,Technology,2023-12-22,2024-12-31,2023-12-22,2200-01-01
CUST0071,risk_tier,C,2020-01-01,2021-10-27,2020-01-01,2200-01-01
CUST0071,risk_tier,A,2021-10-27,2023-12-07,2021-11-19,2200-01-01
CUST0071,risk_tier,C,2023-12-07,2024-12-31,2023-12-27,2200-01-01
CUST0071,sector,Energy,2020-01-01,2021-02-19,2020-01-04,2200-01-01
CUST0071,sector,Materials,2021-02-19,2022-04-25,2021-03-12,2200-01-01
CUST0071,sector,Energy,2022-04-25,2022-06-23,2022-05-22,2200-01-01
CUST0071,sector,Energy,2022-06-23,2024-12-31,2022-07-06,2200-01-01
CUST0072,risk_tier,B,2020-01-01,2023-02-16,2020-01-17,2200-01-01
CUST0072,risk_tier,A,2023-02-16,2023-04-12,2023-03-18,2200-01-01
CUST0072,risk_tier,B,2023-04-12,2023-08-06,2023-05-09,2200-01-01
CUST0072,risk_tier,C,2023-08-06,2024-12-31,2023-09-01,2200-01-01
CUST0072,sector,Materials,2020-01-01,2022-02-08,2020-01-12,2022-09-02
CUST0072,sector,Energy,2020-01-01,2022-02-08,2022-09-02,2023-10-14
CUST0072,sector,Financials,2020-01-01,2022-02-08,2023-10-14,2200-01-01
CUST0072,sector,Materials,2022-02-08,2024-12-31,2022-03-06,2200-01-01
CUST0073,risk_tier,C,2020-01-01,2020-07-16,2020-01-30,2200-01-01
CUST0073,risk_tier,C,2020-07-16,2022-05-20,2020-08-10,2200-01-01
CUST0073,risk_tier,A,2022-05-20,2024-12-31,2022-06-06,2200-01-01
CUST0073,sector,Energy,2020-01-01,2023-12-21,2020-01-01,2024-05-22
CUST0073,sector,Materials,2020-01-01,2023-12-21,2024-05-22,2025-06-22
CUST0073,sector,Industrials,2020-01-01,2023-12-21,2025-06-22,2200-01-01
CUST0073,sector,Energy,2023-12-21,2024-02-01,2024-01-03,2200-01-01
CUST0073,sector,Industrials,2024-02-01,2024-12-31,2024-02-19,2200-01-01
CUST0074,risk_tier,C,2020-01-01,2024-06-01,2020-01-20,2200-01-01
CUST0074,risk_tier,A,2024-06-01,2024-12-31,2024-06-23,2200-01-01
CUST0074,sector,Healthcare,2020-01-01,2022-04-10,2020-01-24,2200-01-01
CUST0074,sector,Financials,2022-04-10,2024-04-24,2022-04-21,2025-03-05
CUST0074,sector,Materials,2022-04-10,2024-04-24,2025-03-05,2200-01-01
CUST0074,sector,Energy,2024-04-24,2024-12-31,2024-05-11,2200-01-01
CUST0075,risk_tier,C,2020-01-01,2022-05-07,2020-01-08,2200-01-01
CUST0075,risk_tier,A,2022-05-07,2022-05-31,2022-05-28,2200-01-01
CUST0075,risk_tier,C,2022-05-31,2024-12-31,2022-06-24,2200-01-01
CUST0075,sector,Energy,2020-01-01,2021-08-10,2020-01-15,2022-02-27
CUST0075,sector,Energy,2020-01-01,2020-07-24,2022-02-27,2200-01-01
CUST0075,sector,Industrials,2020-07-24,2021-03-16,2022-02-27,2200-01-01
CUST0075,sector,Energy,2021-03-16,2021-08-10,2022-02-27,2200-01-01
CUST0075,sector,Energy,2021-08-10,2022-10-18,2021-09-08,2200-01-01
CUST0075,sector,Healthcare,2022-10-18,2024-07-09,2022-11-05,2200-01-01
CUST0075,sector,Technology,2024-07-09,2024-12-31,2024-08-01,2200-01-01
CUST0076,risk_tier,C,2020-01-01,2020-05-21,2020-01-09,2200-01-01
CUST0076,risk_tier,C,2020-05-21,2021-01-11,2020-06-11,2200-01-01
CUST0076,risk_tier,A,2021-01-11,2024-02-21,2021-01-27,2200-01-01
CUST0076,risk_tier,C,2024-02-21,2024-12-31,2024-03-15,2200-01-01
CUST0076,sector,Technology,2020-01-01,2022-01-02,2020-01-31,2200-01-01
CUST0076,sector,Technology,2022-01-02,2023-03-12,2022-01-18,2200-01-01
CUST0076,sector,Technology,2023-03-12,2023-12-16,2023-04-08,2200-01-01
CUST0076,sector,Financials,2023-12-16,2024-12-31,2023-12-29,2200-01-01
CUST0077,risk_tier,C,2020-01-01,2024-04-01,2020-01-13,2200-01-01
CUST0077,risk_tier,A,2024-04-01,2024-12-31,2024-04-30,2200-01-01
CUST0077,sector,Materials,2020-01-01,2020-09-02,2020-01-03,2021-11-06
CUST0077,sector,Energy,2020-01-01,2020-09-02,2021-11-06,2200-01-01
CUST0077,sector,Healthcare,2020-09-02,2020-10-14,2020-09-17,2200-01-01
CUST0077,sector,Energy,2020-10-14,2023-02-25,2020-10-30,2200-01-01
CUST0077,sector,Energy,2023-02-25,2024-12-31,2023-03-16,2200-01-01
CUST0078,risk_tier,C,2020-01-01,2021-12-19,2020-01-01,2200-01-01
CUST0078,risk_tier,C,2021-12-19,2022-08-17,2021-12-22,2200-01-01
CUST0078,risk_tier,B,2022-08-17,2024-12-31,2022-08-25,2200-01-01
CUST0078,sector,Healthcare,2020-01-01,2020-05-11,2020-01-03,2200-01-01
CUST0078,sector,Materials,2020-05-11,2023-03-27,2020-06-09,2200-01-01
CUST0078,sector,Industrials,2023-03-27,2024-12-31,2023-04-06,2200-01-01
CUST0079,risk_tier,C,2020-01-01,2021-07-09,2020-01-21,2200-01-01
CUST0079,risk_tier,B,2021-07-09,2023-08-31,2021-07-16,2200-01-01
CUST0079,risk_tier,A,2023-08-31,2024-12-31,2023-09-28,2200-01-01
CUST0079,sector,Financials,2020-01-01,2021-01-27,2020-01-11,2200-01-01
CUST0079,sector,Energy,2021-01-27,2024-04-23,2021-02-25,2025-06-04
CUST0079,sector,Energy,2021-01-27,2022-03-16,2025-06-04,2200-01-01
CUST0079,sector,Healthcare,2022-03-16,2023-07-02,2025-06-04,2200-01-01
CUST0079,sector,Energy,2023-07-02,2024-04-23,2025-06-04,2200-01-01
CUST0079,sector,Financials,2024-04-23,2024-12-31,2024-05-12,2200-01-01
CUST0080,risk_tier,A,2020-01-01,2023-08-09,2020-01-25,2200-01-01
CUST0080,risk_tier,A,2023-08-09,2024-01-10,2023-08-25,2200-01-01
CUST0080,risk_tier,A,2024-01-10,2024-12-31,2024-01-18,2200-01-01
CUST0080,sector,Healthcare,2020-01-01,2023-04-16,2020-01-18,2200-01-01
CUST0080,sector,Healthcare,2023-04-16,2024-12-31,2023-05-14,2200-01-01
CUST0081,risk_tier,A,2020-01-01,2023-07-04,2020-01-06,2200-01-01
CUST0081,risk_tier,B,2023-07-04,2024-01-12,2023-07-12,2200-01-01
CUST0081,risk_tier,A,2024-01-12,2024-12-31,2024-01-23,2200-01-01
CUST0081,sector,Energy,2020-01-01,2020-06-29,2020-01-05,2200-01-01
CUST0081,sector,Energy,2020-06-29,2020-08-24,2020-07-16,2200-01-01
CUST0081,sector,Technology,2020-08-24,2023-04-14,2020-09-14,2200-01-01
CUST0081,sector,Healthcare,2023-04-14,2024-12-31,2023-04-14,2200-01-01
CUST0082,risk_tier,A,2020-01-01,2023-02-16,2020-01-02,2200-01-01
CUST0082,risk_tier,A,2023-02-16,2024-12-31,2023-02-21,2200-01-01
CUST0082,sector,Technology,2020-01-01,2020-05-20,2020-01-30,2200-01-01
CUST0082,sector,Healthcare,2020-05-20,2022-07-24,2020-06-15,2023-02-23
CUST0082,sector,Healthcare,2020-05-20,2021-02-22,2023-02-23,2200-01-01
CUST0082,sector,Technology,2021-02-22,2022-01-06,2023-02-23,2200-01-01
CUST0082,sector,Healthcare,2022-01-06,2022-07-24,2023-02-23,2200-01-01
CUST0082,sector,Energy,2022-07-24,2023-11-28,2022-08-15,2200-01-01
CUST0082,sector,Energy,2023-11-28,2024-12-31,2023-12-07,2200-01-01
CUST0083,risk_tier,C,2020-01-01,2022-05-12,2020-01-23,2200-01-01
CUST0083,risk_tier,C,2022-05-12,2024-12-31,2022-05-12,2200-01-01
CUST0083,sector,Industrials,2020-01-01,2021-02-14,2020-01-31,2200-01-01
CUST0083,sector,Industrials,2021-02-14,2021-06-17,2021-02-18,2200-01-01
CUST0083,sector,Materials,2021-06-17,2024-12-31,2021-07-12,2200-01-01
CUST0084,risk_tier,A,2020-01-01,2022-10-15,2020-01-06,2200-01-01
CUST0084,risk_tier,B,2022-10-15,2024-12-31,2022-11-03,2200-01-01
CUST0084,sector,Materials,2020-01-01,2020-08-19,2020-01-14,2021-06-10
CUST0084,sector,Healthcare,2020-01-01,2020-08-19,2021-06-10,2200-01-01
CUST0084,sector,Materials,2020-08-19,2020-11-06,2020-08-31,2200-01-01
CUST0084,sector,Healthcare,2020-11-06,2024-12-31,2020-12-02,2200-01-01
CUST0085,risk_tier,C,2020-01-01,2020-11-30,2020-01-06,2200-01-01
CUST0085,risk_tier,A,2020-11-30,2023-10-07,2020-12-26,2200-01-01
CUST0085,risk_tier,A,2023-10-07,2024-12-31,2023-10-09,2200-01-01
CUST0085,sector,Healthcare,2020-01-01,2022-08-02,2020-01-08,2200-01-01
CUST0085,sector,Healthcare,2022-08-02,2024-02-14,2022-08-09,2200-01-01
CUST0085,sector,Energy,2024-02-14,2024-12-31,2024-02-23,2200-01-01
CUST0086,risk_tier,A,2020-01-01,2022-06-24,2020-01-31,2200-01-01
CUST0086,risk_tier,B,2022-06-24,2023-05-16,2022-07-07,2200-01-01
CUST0086,risk_tier,C,2023-05-16,2024-12-31,2023-06-08,2200-01-01
CUST0086,sector,Financials,2020-01-01,2021-10-08,2020-01-21,2022-07-23
CUST0086,sector,Healthcare,2020-01-01,2021-10-08,2022-07-23,2200-01-01
CUST0086,sector,Energy,2021-10-08,2022-10-02,2021-10-14,2200-01-01
CUST0086,sector,Energy,2022-10-02,2024-12-31,2022-10-16,2200-01-01
CUST0087,risk_tier,A,2020-01-01,2024-05-07,2020-01-06,2200-01-01
CUST0087,risk_tier,C,2024-05-07,2024-12-31,2024-05-19,2200-01-01
CUST0087,sector,Industrials,2020-01-01,2020-11-25,2020-01-01,2200-01-01
CUST0087,sector,Healthcare,2020-11-25,2021-06-23,2020-12-03,2200-01-01
CUST0087,sector,Financials,2021-06-23,2022-12-07,2021-06-30,2200-01-01
CUST0087,sector,Healthcare,2022-12-07,2024-12-31,2022-12-20,2026-04-08
CUST0087,sector,Healthcare,2022-12-07,2023-08-28,2026-04-08,2200-01-01
CUST0087,sector,Materials,2023-08-28,2024-06-25,2026-04-08,2200-01-01
CUST0087,sector,Healthcare,2024-06-25,2024-12-31,2026-04-08,2200-01-01
CUST0088,risk_tier,A,2020-01-01,2022-02-18,2020-01-25,2200-01-01
CUST0088,risk_tier,B,2022-02-18,2023-07-18,2022-03-16,2200-01-01
CUST0088,risk_tier,A,2023-07-18,2024-12-31,2023-07-26,2200-01-01
CUST0088,sector,Energy,2020-01-01,2024-01-15,2020-01-27,2200-01-01
CUST0088,sector,Industrials,2024-01-15,2024-07-09,2024-02-13,2025-10-11
CUST0088,sector,Materials,2024-01-15,2024-07-09,2025-10-11,2200-01-01
CUST0088,sector,Industrials,2024-07-09,2024-12-31,2024-08-03,2200-01-01
CUST0089,risk_tier,C,2020-01-01,2021-08-05,2020-01-03,2200-01-01
CUST0089,risk_tier,C,2021-08-05,2022-04-16,2021-08-28,2200-01-01
CUST0089,risk_tier,B,2022-04-16,2024-06-06,2022-04-29,2200-01-01
CUST0089,risk_tier,A,2024-06-06,2024-12-31,2024-06-06,2200-01-01
CUST0089,sector,Healthcare,2020-01-01,2020-12-19,2020-01-23,2200-01-01
CUST0089,sector,Healthcare,2020-12-19,2021-04-27,2021-01-02,2022-03-22
CUST0089,sector,Healthcare,2020-12-19,2021-02-02,2022-03-22,2200-01-01
CUST0089,sector,Materials,2021-02-02,2021-03-25,2022-03-22,2200-01-01
CUST0089,sector,Healthcare,2021-03-25,2021-04-27,2022-03-22,2200-01-01
CUST0089,sector,Materials,2021-04-27,2024-12-31,2021-05-03,2200-01-01
CUST0090,risk_tier,B,2020-01-01,2023-10-28,2020-01-03,2200-01-01
CUST0090,risk_tier,C,2023-10-28,2024-12-31,2023-11-27,2200-01-01
CUST0090,sector,Financials,2020-01-01,2020-11-21,2020-01-19,2021-11-01
CUST0090,sector,Financials,2020-01-01,2020-04-23,2021-11-01,2200-01-01
CUST0090,sector,Materials,2020-04-23,2020-08-31,2021-11-01,2200-01-01
CUST0090,sector,Financials,2020-08-31,2020-11-21,2021-11-01,2200-01-01
CUST0090,sector,Technology,2020-11-21,2024-12-31,2020-12-17,2200-01-01
CUST0091,risk_tier,A,2020-01-01,2024-07-06,2020-01-02,2200-01-01
CUST0091,risk_tier,A,2024-07-06,2024-12-31,2024-07-09,2200-01-01
CUST0091,sector,Financials,2020-01-01,2021-10-26,2020-01-08,2200-01-01
CUST0091,sector,Energy,2021-10-26,2024-12-31,2021-11-22,2200-01-01
CUST0092,risk_tier,A,2020-01-01,2022-05-10,2020-01-11,2200-01-01
CUST0092,risk_tier,C,2022-05-10,2022-09-23,2022-05-31,2200-01-01
CUST0092,risk_tier,B,2022-09-23,2024-02-05,2022-10-22,2200-01-01
