txn_id,customer_id,event_date,processing_date
T000581,CUST0041,2023-07-29,2023-08-13
T000582,CUST0041,2023-03-03,2023-03-07
T000583,CUST0041,2024-12-06,2025-01-02
T000584,CUST0041,2024-01-14,2024-02-03
T000585,CUST0041,2023-09-20,2023-11-02
T000586,CUST0042,2020-08-22,2020-09-02
T000587,CUST0042,2023-11-22,2023-12-03
T000588,CUST0042,2020-02-15,2020-02-17
T000589,CUST0042,2021-01-14,2021-01-24
T000590,CUST0042,2021-07-02,2021-08-11
T000591,CUST0042,2020-10-27,2020-11-20
T000592,CUST0042,2023-12-22,2024-02-04
T000593,CUST0042,2020-11-12,2020-12-19
T000594,CUST0042,2022-04-21,2022-04-23
T000595,CUST0042,2020-08-24,2020-08-24
T000596,CUST0042,2023-11-18,2023-12-08
T000597,CUST0042,2023-05-10,2023-05-14
T000598,CUST0042,2020-03-30,2020-05-12
T000599,CUST0042,2020-11-24,2020-11-25
T000600,CUST0042,2023-02-14,2023-02-25
T000601,CUST0042,2022-02-10,2022-02-12
T000602,CUST0042,2021-07-05,2021-08-01
T000603,CUST0043,2020-03-04,2020-04-13
T000604,CUST0043,2023-11-15,2023-12-06
T000605,CUST0043,2020-12-10,2020-12-20
T000606,CUST0043,2021-09-19,2021-10-13
T000607,CUST0043,2020-05-15,2020-06-11
T000608,CUST0043,2022-04-05,2022-04-14
T000609,CUST0043,2024-12-19,2025-01-21
T000610,CUST0043,2022-12-16,2023-01-09
T000611,CUST0043,2023-12-12,2024-01-11
T000612,CUST0043,2020-03-10,2020-03-30
T000613,CUST0043,2023-03-30,2023-04-19
T000614,CUST0043,2023-10-06,2023-10-15
T000615,CUST0043,2021-07-07,2021-08-17
T000616,CUST0043,2021-08-19,2021-08-28
T000617,CUST0043,2021-06-24,2021-07-05
T000618,CUST0044,2021-10-25,2021-11-06
T000619,CUST0044,2024-11-11,2024-11-17
T000620,CUST0044,2022-10-04,2022-11-18
T000621,CUST0044,2020-09-23,2020-10-24
T000622,CUST0044,2024-03-12,2024-04-10
T000623,CUST0044,2021-06-14,2021-07-19
T000624,CUST0044,2020-02-08,2020-03-04
T000625,CUST0044,2023-08-30,2023-09-20
T000626,CUST0044,2024-10-22,2024-11-08
T000627,CUST0044,2024-06-21,2024-06-30
T000628,CUST0044,2020-03-09,2020-03-22
T000629,CUST0044,2022-04-23,2022-05-19
T000630,CUST0044,2020-12-14,2020-12-20
T000631,CUST0044,2021-07-07,2021-08-01
T000632,CUST0044,2020-12-07,2021-01-06
T000633,CUST0045,2021-09-29,2021-10-11
T000634,CUST0045,2022-03-11,2022-04-24
T000635,CUST0045,2022-02-21,2022-03-17
T000636,CUST0045,2020-08-02,2020-08-28
T000637,CUST0045,2020-12-12,2021-01-17
T000638,CUST0045,2021-07-28,2021-08-28
T000639,CUST0045,2022-04-09,2022-05-18
T000640,CUST0045,2023-10-26,2023-10-31
T000641,CUST0045,2021-04-10,2021-05-02
T000642,CUST0045,2023-07-27,2023-08-21
T000643,CUST0045,2023-04-16,2023-04-21
T000644,CUST0045,2023-03-29,2023-05-01
T000645,CUST0045,2022-05-22,2022-06-11
T000646,CUST0045,2022-07-08,2022-08-05
T000647,CUST0045,2023-12-16,2024-01-24
T000648,CUST0045,2020-10-18,2020-11-19
T000649,CUST0045,2023-10-28,2023-12-02
T000650,CUST0046,2021-06-18,2021-06-22
T000651,CUST0046,2022-03-27,2022-04-05
T000652,CUST0046,2024-08-12,2024-09-14
T000653,CUST0046,2021-12-11,2021-12-25
T000654,CUST0046,2022-05-10,2022-05-29
T000655,CUST0046,2020-08-25,2020-09-15
T000656,CUST0046,2023-05-06,2023-05-22
T000657,CUST0046,2021-02-17,2021-03-10
T000658,CUST0046,2020-10-27,2020-11-06
T000659,CUST0046,2024-05-06,2024-06-12
T000660,CUST0046,2020-11-19,2020-11-28
T000661,CUST0046,2022-12-11,2023-01-15
T000662,CUST0047,2024-07-03,2024-07-25
T000663,CUST0047,2020-04-29,2020-06-10
T000664,CUST0047,2024-12-16,2025-01-20
T000665,CUST0047,2024-02-07,2024-03-13
T000666,CUST0047,2021-07-23,2021-07-27
T000667,CUST0047,2023-06-20,2023-06-24
T000668,CUST0047,2022-12-09,2023-01-13
T000669,CUST0047,2021-08-10,2021-09-01
T000670,CUST0047,2022-04-30,2022-06-07
T000671,CUST0047,2021-09-09,2021-09-26
T000672,CUST0047,2022-12-08,2023-01-05
T000673,CUST0048,2021-05-03,2021-05-23
T000674,CUST0048,2022-01-02,2022-01-07
T000675,CUST0048,2022-06-28,2022-07-21
T000676,CUST0048,2020-11-15,2020-12-04
T000677,CUST0048,2021-12-07,2021-12-08
T000678,CUST0048,2021-10-11,2021-10-11
T000679,CUST0048,2021-03-15,2021-03-26
T000680,CUST0048,2023-10-18,2023-11-01
T000681,CUST0048,2023-01-12,2023-02-11
T000682,CUST0048,2022-03-02,2022-04-08
T000683,CUST0048,2022-11-14,2022-12-02
T000684,CUST0048,2022-03-28,2022-04-01
T000685,CUST0049,2021-06-24,2021-07-04
T000686,CUST0049,2020-09-22,2020-10-24
T000687,CUST0049,2024-12-15,2024-12-15
T000688,CUST0049,2020-02-16,2020-02-20
T000689,CUST0049,2024-02-09,2024-03-06
T000690,CUST0049,2020-04-26,2020-05-09
T000691,CUST0049,2020-01-08,2020-01-21
T000692,CUST0049,2023-02-13,2023-03-20
T000693,CUST0049,2024-12-11,2025-01-25
T000694,CUST0049,2024-02-07,2024-03-02
T000695,CUST0049,2020-08-08,2020-08-08
T000696,CUST0050,2023-01-03,2023-01-23
T000697,CUST0050,2023-10-12,2023-11-23
T000698,CUST0050,2020-11-27,2020-12-08
T000699,CUST0050,2021-03-19,2021-04-26
T000700,CUST0050,2021-01-15,2021-02-08
T000701,CUST0050,2023-12-02,2023-12-28
T000702,CUST0050,2024-08-27,2024-10-04
T000703,CUST0050,2024-01-05,2024-02-14
T000704,CUST0050,2021-12-01,2021-12-26
T000705,CUST0050,2023-11-27,2023-12-26
T000706,CUST0050,2022-09-23,2022-09-30
T000707,CUST0050,2022-01-18,2022-02-05
T000708,CUST0050,2022-04-13,2022-05-10
T000709,CUST0050,2020-09-01,2020-10-15
T000710,CUST0051,2021-12-28,2022-02-03
T000711,CUST0051,2024-07-12,2024-07-21
T000712,CUST0051,2021-04-09,2021-05-08
T000713,CUST0051,2020-03-08,2020-03-12
T000714,CUST0051,2022-05-17,2022-05-21
T000715,CUST0051,2023-07-30,2023-08-05
T000716,CUST0051,2022-12-27,2023-01-22
T000717,CUST0051,2024-10-05,2024-10-19
T000718,CUST0051,2024-12-01,2025-01-08
T000719,CUST0051,2024-08-09,2024-09-05
T000720,CUST0051,2021-06-07,2021-07-16
T000721,CUST0051,2020-06-20,2020-08-03
T000722,CUST0051,2021-02-10,2021-02-15
T000723,CUST0051,2020-12-12,2020-12-26
T000724,CUST0051,2021-05-29,2021-06-16
T000725,CUST0051,2024-03-24,2024-04-09
T000726,CUST0051,2023-08-07,2023-08-18
T000727,CUST0051,2022-05-10,2022-06-11
T000728,CUST0051,2020-11-13,2020-11-21
T000729,CUST0052,2023-07-10,2023-08-16
T000730,CUST0052,2021-12-10,2022-01-23
T000731,CUST0052,2022-08-25,2022-09-21
T000732,CUST0052,2023-04-13,2023-05-18
T000733,CUST0052,2023-03-29,2023-04-12
T000734,CUST0052,2021-03-15,2021-04-23
T000735,CUST0052,2022-04-30,2022-05-15
T000736,CUST0052,2021-09-07,2021-10-05
T000737,CUST0052,2024-11-22,2024-12-24
T000738,CUST0052,2023-02-22,2023-03-31
T000739,CUST0052,2021-08-27,2021-10-01
T000740,CUST0052,2021-04-01,2021-04-22
T000741,CUST0053,2023-10-03,2023-10-06
T000742,CUST0053,2020-12-24,2021-01-30
T000743,CUST0053,2021-04-10,2021-04-21
T000744,CUST0053,2020-08-14,2020-09-12
T000745,CUST0053,2023-02-08,2023-03-23
T000746,CUST0053,2022-02-20,2022-02-25
T000747,CUST0053,2022-04-29,2022-06-10
T000748,CUST0053,2021-08-30,2021-09-07
T000749,CUST0054,2024-06-04,2024-06-09
T000750,CUST0054,2023-08-23,2023-10-03
T000751,CUST0054,2024-02-08,2024-03-14
T000752,CUST0054,2021-10-11,2021-11-03
T000753,CUST0054,2021-06-12,2021-07-27
T000754,CUST0054,2022-12-16,2023-01-07
T000755,CUST0054,2023-02-02,2023-03-15
T000756,CUST0054,2024-04-19,2024-04-26
T000757,CUST0054,2020-08-10,2020-09-10
T000758,CUST0054,2022-01-09,2022-01-25
T000759,CUST0054,2021-02-14,2021-03-23
T000760,CUST0054,2021-10-13,2021-11-09
T000761,CUST0054,2021-04-26,2021-05-24
T000762,CUST0054,2020-08-06,2020-08-31
T000763,CUST0054,2021-07-11,2021-07-30
T000764,CUST0054,2024-12-21,2025-01-27
T000765,CUST0054,2023-06-17,2023-07-15
T000766,CUST0055,2021-07-08,2021-08-13
T000767,CUST0055,2021-09-16,2021-10-15
T000768,CUST0055,2023-05-10,2023-05-31
T000769,CUST0055,2022-01-31,2022-02-23
T000770,CUST0055,2020-01-31,2020-02-02
T000771,CUST0055,2020-10-07,2020-11-10
T000772,CUST0055,2022-11-09,2022-11-25
T000773,CUST0055,2020-05-18,2020-06-25
T000774,CUST0055,2020-08-09,2020-08-27
T000775,CUST0055,2023-12-22,2024-01-22
T000776,CUST0055,2022-10-21,2022-11-10
T000777,CUST0055,2021-08-20,2021-08-27
T000778,CUST0055,2020-03-11,2020-04-03
T000779,CUST0055,2022-06-23,2022-08-06
T000780,CUST0055,2022-02-20,2022-03-03
T000781,CUST0056,2020-12-15,2020-12-22
T000782,CUST0056,2024-03-19,2024-04-16
T000783,CUST0056,2021-11-25,2021-11-27
T000784,CUST0056,2022-07-21,2022-08-06
T000785,CUST0056,2022-10-23,2022-11-19
T000786,CUST0056,2022-11-27,2022-12-01
T000787,CUST0056,2024-01-13,2024-01-15
T000788,CUST0056,2022-01-14,2022-01-20
T000789,CUST0056,2022-07-13,2022-08-08
T000790,CUST0056,2020-05-31,2020-07-15
T000791,CUST0056,2024-05-19,2024-05-29
T000792,CUST0056,2023-05-13,2023-05-16
T000793,CUST0056,2021-09-01,2021-09-11
T000794,CUST0057,2024-12-10,2025-01-03
T000795,CUST0057,2022-05-15,2022-05-23
T000796,CUST0057,2022-11-26,2022-12-12
T000797,CUST0057,2021-04-09,2021-05-04
T000798,CUST0057,2020-03-10,2020-04-01
T000799,CUST0057,2021-05-31,2021-06-25
T000800,CUST0057,2020-11-03,2020-12-18
T000801,CUST0057,2020-09-28,2020-10-07
T000802,CUST0057,2023-11-14,2023-12-04
T000803,CUST0057,2023-08-01,2023-08-03
T000804,CUST0058,2024-01-18,2024-02-14
T000805,CUST0058,2022-12-05,2023-01-14
T000806,CUST0058,2024-08-17,2024-09-28
T000807,CUST0058,2023-04-15,2023-05-16
T000808,CUST0058,2022-05-19,2022-06-02
T000809,CUST0058,2022-08-25,2022-09-18
T000810,CUST0058,2022-04-04,2022-04-29
T000811,CUST0058,2021-09-01,2021-09-20
T000812,CUST0058,2023-01-08,2023-02-16
T000813,CUST0059,2021-04-16,2021-05-23
T000814,CUST0059,2020-04-06,2020-05-15
T000815,CUST0059,2022-05-12,2022-05-27
T000816,CUST0059,2020-01-29,2020-02-29
T000817,CUST0059,2024-04-26,2024-05-15
T000818,CUST0059,2022-06-25,2022-07-06
T000819,CUST0059,2021-01-30,2021-03-16
T000820,CUST0059,2024-11-18,2024-11-28
T000821,CUST0059,2024-02-27,2024-03-28
T000822,CUST0059,2024-04-18,2024-05-23
T000823,CUST0059,2020-04-15,2020-05-16
T000824,CUST0059,2024-09-13,2024-09-17
T000825,CUST0059,2021-09-11,2021-09-24
T000826,CUST0060,2023-06-01,2023-06-12
T000827,CUST0060,2021-04-10,2021-04-30
T000828,CUST0060,2024-11-03,2024-12-10
T000829,CUST0060,2022-03-18,2022-04-07
T000830,CUST0060,2022-10-05,2022-10-17
T000831,CUST0060,2022-07-08,2022-07-23
T000832,CUST0060,2022-02-26,2022-04-11
T000833,CUST0060,2022-04-29,2022-05-09
T000834,CUST0060,2024-08-01,2024-09-02
T000835,CUST0060,2020-02-12,2020-02-18
T000836,CUST0060,2024-11-05,2024-11-17
T000837,CUST0060,2020-07-28,2020-09-10
T000838,CUST0060,2022-02-25,2022-03-24
T000839,CUST0060,2023-06-18,2023-07-15
T000840,CUST0060,2024-01-01,2024-01-14
T000841,CUST0060,2023-04-16,2023-04-29
T000842,CUST0061,2020-11-15,2020-12-25
T000843,CUST0061,2023-03-15,2023-04-03
T000844,CUST0061,2020-09-04,2020-09-15
T000845,CUST0061,2022-03-23,2022-04-27
T000846,CUST0061,2022-06-15,2022-07-10
T000847,CUST0061,2021-06-16,2021-06-22
T000848,CUST0061,2021-06-22,2021-07-07
T000849,CUST0061,2020-07-14,2020-07-18
T000850,CUST0061,2020-02-11,2020-03-06
T000851,CUST0061,2022-02-01,2022-02-07
T000852,CUST0061,2023-10-08,2023-11-09
T000853,CUST0061,2024-07-16,2024-08-10
T000854,CUST0061,2024-06-24,2024-08-07
T000855,CUST0062,2020-01-22,2020-02-09
T000856,CUST0062,2023-07-31,2023-08-15
T000857,CUST0062,2021-01-06,2021-01-16
T000858,CUST0062,2020-03-03,2020-04-02
T000859,CUST0062,2023-02-21,2023-03-25
T000860,CUST0062,2022-09-23,2022-10-05
T000861,CUST0062,2021-07-06,2021-08-14
T000862,CUST0062,2022-07-15,2022-08-12
T000863,CUST0062,2020-04-10,2020-04-13
T000864,CUST0062,2022-02-19,2022-04-04
T000865,CUST0062,2022-11-19,2023-01-03
T000866,CUST0062,2024-05-16,2024-06-21
T000867,CUST0062,2024-03-26,2024-05-10
T000868,CUST0063,2021-10-17,2021-11-28
T000869,CUST0063,2020-08-26,2020-09-14
T000870,CUST0063,2024-06-14,2024-07-04
T000871,CUST0063,2020-07-17,2020-07-17
T000872,CUST0063,2020-02-11,2020-03-03
T000873,CUST0063,2020-10-08,2020-10-31
T000874,CUST0063,2022-10-18,2022-11-12
T000875,CUST0063,2024-12-30,2025-02-11
T000876,CUST0063,2020-02-25,2020-02-28
T000877,CUST0063,2022-09-02,2022-09-16
T000878,CUST0063,2020-02-11,2020-03-01
T000879,CUST0063,2022-02-03,2022-03-13
T000880,CUST0063,2020-02-28,2020-03-29
T000881,CUST0063,2024-02-28,2024-04-05
T000882,CUST0063,2020-09-22,2020-09-26
T000883,CUST0063,2020-12-21,2021-01-05
T000884,CUST0063,2020-06-20,2020-06-20
T000885,CUST0064,2024-08-13,2024-09-15
T000886,CUST0064,2023-08-06,2023-08-15
T000887,CUST0064,2021-10-19,2021-11-19
T000888,CUST0064,2022-07-10,2022-08-04
T000889,CUST0064,2020-01-18,2020-01-24
T000890,CUST0064,2023-12-01,2024-01-03
T000891,CUST0064,2024-08-03,2024-08-22
T000892,CUST0064,2021-04-14,2021-04-26
T000893,CUST0064,2023-07-05,2023-08-03
T000894,CUST0064,2022-07-24,2022-08-14
T000895,CUST0064,2023-05-02,2023-05-04
T000896,CUST0064,2022-11-11,2022-12-08
T000897,CUST0064,2022-08-17,2022-08-17
T000898,CUST0064,2022-12-14,2022-12-14
T000899,CUST0064,2020-07-14,2020-08-18
T000900,CUST0065,2021-10-12,2021-10-26
T000901,CUST0065,2020-03-05,2020-03-09
T000902,CUST0065,2023-05-28,2023-06-14
T000903,CUST0065,2022-12-29,2023-01-01
T000904,CUST0065,2023-05-27,2023-06-03
T000905,CUST0065,2022-02-04,2022-03-08
T000906,CUST0065,2021-09-02,2021-09-03
T000907,CUST0065,2023-01-06,2023-02-02
T000908,CUST0065,2020-10-20,2020-11-05
T000909,CUST0066,2023-10-04,2023-10-27
T000910,CUST0066,2024-01-02,2024-01-10
T000911,CUST0066,2020-07-30,2020-08-16
T000912,CUST0066,2021-12-30,2022-01-13
T000913,CUST0066,2021-10-09,2021-10-18
T000914,CUST0066,2023-03-10,2023-04-11
T000915,CUST0066,2021-08-14,2021-08-14
T000916,CUST0066,2023-03-26,2023-04-18
T000917,CUST0066,2024-02-29,2024-03-16
T000918,CUST0066,2021-09-05,2021-09-28
T000919,CUST0067,2022-08-20,2022-09-26
T000920,CUST0067,2020-03-31,2020-05-15
T000921,CUST0067,2023-03-19,2023-04-27
T000922,CUST0067,2021-07-30,2021-09-12
T000923,CUST0067,2024-08-20,2024-10-04
T000924,CUST0067,2021-02-01,2021-02-03
T000925,CUST0067,2022-02-01,2022-02-28
T000926,CUST0067,2021-06-13,2021-06-13
T000927,CUST0067,2021-11-14,2021-11-18
T000928,CUST0067,2020-09-06,2020-09-12
T000929,CUST0067,2023-01-10,2023-02-24
T000930,CUST0067,2020-08-13,2020-09-12
T000931,CUST0067,2022-09-11,2022-10-10
T000932,CUST0067,2024-06-10,2024-06-12
T000933,CUST0067,2023-04-16,2023-05-06
T000934,CUST0068,2023-12-25,2024-01-17
T000935,CUST0068,2022-04-02,2022-05-14
T000936,CUST0068,2020-02-29,2020-04-02
T000937,CUST0068,2021-10-27,2021-11-16
T000938,CUST0068,2020-02-24,2020-03-25
T000939,CUST0068,2021-05-01,2021-05-25
T000940,CUST0068,2024-04-24,2024-04-24
T000941,CUST0068,2023-07-13,2023-08-07
T000942,CUST0068,2021-05-01,2021-06-01
T000943,CUST0068,2022-10-01,2022-10-28
T000944,CUST0068,2022-01-03,2022-02-14
T000945,CUST0068,2023-07-06,2023-08-16
T000946,CUST0068,2022-03-21,2022-04-28
T000947,CUST0068,2024-05-12,2024-05-12
T000948,CUST0068,2024-08-20,2024-08-31
T000949,CUST0068,2024-04-13,2024-05-25
T000950,CUST0068,2020-08-22,2020-09-13
T000951,CUST0068,2021-05-30,2021-06-15
T000952,CUST0068,2024-07-09,2024-07-09
T000953,CUST0069,2022-03-31,2022-05-13
T000954,CUST0069,2022-02-12,2022-02-12
T000955,CUST0069,2020-10-20,2020-11-04
T000956,CUST0069,2020-08-12,2020-09-01
T000957,CUST0069,2023-07-09,2023-07-27
T000958,CUST0069,2022-10-31,2022-11-01
T000959,CUST0069,2024-07-13,2024-07-24
T000960,CUST0069,2024-03-04,2024-04-16
T000961,CUST0069,2020-10-15,2020-11-25
T000962,CUST0069,2021-01-06,2021-01-11
T000963,CUST0069,2024-12-01,2024-12-03
T000964,CUST0069,2024-10-25,2024-11-26
T000965,CUST0069,2024-11-08,2024-11-16
T000966,CUST0069,2023-07-04,2023-07-17
T000967,CUST0069,2021-07-16,2021-08-30
T000968,CUST0069,2020-08-04,2020-09-13
T000969,CUST0069,2024-06-25,2024-07-02
T000970,CUST0069,2024-04-18,2024-05-05
T000971,CUST0069,2022-04-08,2022-04-26
T000972,CUST0070,2020-04-18,2020-05-15
T000973,CUST0070,2022-06-12,2022-07-01
T000974,CUST0070,2020-12-15,2021-01-19
T000975,CUST0070,2024-02-01,2024-02-26
T000976,CUST0070,2024-06-08,2024-07-16
T000977,CUST0070,2023-02-07,2023-02-14
T000978,CUST0070,2021-02-10,2021-03-12
T000979,CUST0070,2022-08-09,2022-08-27
T000980,CUST0070,2022-02-09,2022-02-10
T000981,CUST0070,2024-08-14,2024-08-17
T000982,CUST0070,2024-08-31,2024-09-08
T000983,CUST0070,2022-09-14,2022-09-20
T000984,CUST0070,2021-04-19,2021-04-20
T000985,CUST0070,2021-03-30,2021-04-03
T000986,CUST0070,2020-12-22,2020-12-28
T000987,CUST0070,2022-03-24,2022-04-12
T000988,CUST0070,2023-08-13,2023-08-25
T000989,CUST0071,2020-04-14,2020-05-16
T000990,CUST0071,2021-01-19,2021-02-02
T000991,CUST0071,2023-10-16,2023-11-01
T000992,CUST0071,2021-07-22,2021-09-05
T000993,CUST0071,2022-11-05,2022-11-13
T000994,CUST0071,2022-04-24,2022-05-28
T000995,CUST0071,2022-12-03,2022-12-20
T000996,CUST0071,2023-04-03,2023-05-12
T000997,CUST0072,2024-01-03,2024-01-27
T000998,CUST0072,2020-12-29,2021-01-15
T000999,CUST0072,2020-01-19,2020-02-20
T001000,CUST0072,2024-12-10,2024-12-18
T001001,CUST0072,2024-12-14,2025-01-10
T001002,CUST0072,2021-03-22,2021-04-21
T001003,CUST0072,2021-03-31,2021-04-23
T001004,CUST0072,2023-11-09,2023-11-11
T001005,CUST0072,2024-01-08,2024-01-10
T001006,CUST0072,2022-03-12,2022-03-22
T001007,CUST0073,2022-02-17,2022-04-01
T001008,CUST0073,2023-05-18,2023-06-24
T001009,CUST0073,2023-01-16,2023-02-05
T001010,CUST0073,2021-01-18,2021-02-26
T001011,CUST0073,2024-03-21,2024-04-04
T001012,CUST0073,2024-12-20,2024-12-22
T001013,CUST0073,2023-02-11,2023-02-11
T001014,CUST0073,2021-08-16,2021-09-21
T001015,CUST0073,2024-08-23,2024-09-03
T001016,CUST0073,2020-02-18,2020-03-07
T001017,CUST0073,2023-11-18,2023-12-20
T001018,CUST0073,2020-01-26,2020-01-27
T001019,CUST0073,2020-12-10,2021-01-02
T001020,CUST0073,2023-08-02,2023-08-07
T001021,CUST0073,2022-05-21,2022-05-26
T001022,CUST0073,2020-05-11,2020-06-06
T001023,CUST0074,2023-08-27,2023-09-01
T001024,CUST0074,2021-10-22,2021-10-27
T001025,CUST0074,2021-01-26,2021-02-04
T001026,CUST0074,2022-05-05,2022-05-22
T001027,CUST0074,2022-01-18,2022-03-01
T001028,CUST0074,2022-06-21,2022-07-28
T001029,CUST0074,2024-09-01,2024-10-02
T001030,CUST0074,2023-03-09,2023-04-23
T001031,CUST0074,2020-06-23,2020-07-14
T001032,CUST0074,2020-08-12,2020-09-19
T001033,CUST0074,2020-02-27,2020-03-15
T001034,CUST0074,2023-01-10,2023-02-19
T001035,CUST0074,2023-11-11,2023-11-12
T001036,CUST0074,2022-06-13,2022-07-27
T001037,CUST0074,2022-01-17,2022-01-18
T001038,CUST0074,2024-06-13,2024-07-04
T001039,CUST0074,2020-02-23,2020-03-20
T001040,CUST0074,2024-11-01,2024-11-04
T001041,CUST0075,2023-02-23,2023-04-01
T001042,CUST0075,2022-09-07,2022-10-12
T001043,CUST0075,2024-06-21,2024-07-31
T001044,CUST0075,2021-04-05,2021-04-09
T001045,CUST0075,2022-09-09,2022-09-23
T001046,CUST0075,2024-10-10,2024-11-06
T001047,CUST0075,2022-07-28,2022-08-10
T001048,CUST0075,2020-09-19,2020-10-16
T001049,CUST0075,2024-12-12,2025-01-22
T001050,CUST0075,2021-04-16,2021-05-16
T001051,CUST0075,2021-12-11,2021-12-13
T001052,CUST0075,2024-03-28,2024-04-02
T001053,CUST0075,2022-06-02,2022-07-16
T001054,CUST0075,2021-10-18,2021-10-21
T001055,CUST0075,2024-10-02,2024-11-09
T001056,CUST0076,2024-12-06,2024-12-13
T001057,CUST0076,2020-10-23,2020-11-08
T001058,CUST0076,2023-07-09,2023-08-18
T001059,CUST0076,2024-01-15,2024-01-27
T001060,CUST0076,2024-10-03,2024-10-29
T001061,CUST0076,2024-03-19,2024-04-07
T001062,CUST0076,2023-09-29,2023-10-15
T001063,CUST0076,2023-11-07,2023-12-02
T001064,CUST0076,2023-11-21,2023-12-25
T001065,CUST0076,2020-06-15,2020-06-18
T001066,CUST0076,2021-09-08,2021-09-27
T001067,CUST0076,2024-04-10,2024-05-23
T001068,CUST0076,2023-09-09,2023-09-18
T001069,CUST0076,2024-10-03,2024-11-11
T001070,CUST0076,2024-03-16,2024-03-16
T001071,CUST0076,2023-04-05,2023-04-24
T001072,CUST0077,2024-02-18,2024-02-22
T001073,CUST0077,2020-08-04,2020-08-23
T001074,CUST0077,2024-09-04,2024-10-18
T001075,CUST0077,2023-11-27,2023-11-29
T001076,CUST0077,2024-09-19,2024-11-02
T001077,CUST0077,2020-05-25,2020-05-29
T001078,CUST0077,2020-02-09,2020-03-15
T001079,CUST0077,2021-06-30,2021-07-05
T001080,CUST0077,2020-05-01,2020-05-15
T001081,CUST0077,2024-01-25,2024-02-08
T001082,CUST0077,2023-01-19,2023-02-04
T001083,CUST0077,2020-08-25,2020-10-03
T001084,CUST0077,2021-01-09,2021-01-17
T001085,CUST0077,2024-01-09,2024-02-18
T001086,CUST0078,2021-11-15,2021-12-02
T001087,CUST0078,2020-05-10,2020-06-09
T001088,CUST0078,2024-05-22,2024-06-13
T001089,CUST0078,2023-11-01,2023-11-24
T001090,CUST0078,2022-03-27,2022-05-06
T001091,CUST0078,2023-04-09,2023-04-16
T001092,CUST0078,2023-05-21,2023-06-01
T001093,CUST0078,2021-12-31,2022-02-07
T001094,CUST0078,2022-09-28,2022-10-09
T001095,CUST0078,2022-01-07,2022-01-19
T001096,CUST0078,2022-05-24,2022-07-01
T001097,CUST0078,2023-07-08,2023-08-05
T001098,CUST0078,2022-01-27,2022-01-27
T001099,CUST0079,2023-06-06,2023-07-11
T001100,CUST0079,2020-06-03,2020-06-16
T001101,CUST0079,2020-09-18,2020-10-03
T001102,CUST0079,2022-04-13,2022-05-02
T001103,CUST0079,2021-02-16,2021-02-26
T001104,CUST0079,2020-05-06,2020-06-15
T001105,CUST0079,2020-11-02,2020-11-20
T001106,CUST0079,2022-09-02,2022-09-17
T001107,CUST0079,2020-11-08,2020-11-10
T001108,CUST0079,2022-12-12,2022-12-22
T001109,CUST0079,2024-07-02,2024-07-29
T001110,CUST0079,2020-01-03,2020-01-05
T001111,CUST0080,2024-11-08,2024-12-17
T001112,CUST0080,2024-12-23,2025-01-09
T001113,CUST0080,2020-09-14,2020-10-19
T001114,CUST0080,2020-04-01,2020-05-10
T001115,CUST0080,2022-02-05,2022-02-06
T001116,CUST0080,2021-04-30,2021-05-14
T001117,CUST0080,2020-10-28,2020-11-22
T001118,CUST0080,2020-07-06,2020-08-06
T001119,CUST0080,2022-06-09,2022-06-22
T001120,CUST0080,2024-05-20,2024-06-20
T001121,CUST0080,2024-12-05,2024-12-16
T001122,CUST0080,2021-09-10,2021-10-24
T001123,CUST0080,2021-12-25,2021-12-29
T001124,CUST0081,2023-04-03,2023-04-20
T001125,CUST0081,2023-12-22,2024-02-01
T001126,CUST0081,2021-01-07,2021-02-12
T001127,CUST0081,2023-05-06,2023-06-02
T001128,CUST0081,2024-11-14,2024-12-14
T001129,CUST0081,2020-03-27,2020-04-28
T001130,CUST0081,2023-01-08,2023-02-07
T001131,CUST0081,2023-04-20,2023-05-06
T001132,CUST0081,2021-03-10,2021-04-03
T001133,CUST0081,2022-08-16,2022-08-29
T001134,CUST0081,2023-04-13,2023-04-26
T001135,CUST0081,2022-05-16,2022-06-16
T001136,CUST0081,2023-11-03,2023-11-22
T001137,CUST0081,2021-11-04,2021-12-12
T001138,CUST0081,2022-09-27,2022-10-07
T001139,CUST0082,2021-04-21,2021-04-24
T001140,CUST0082,2024-04-28,2024-06-09
T001141,CUST0082,2021-10-15,2021-11-04
T001142,CUST0082,2024-11-10,2024-11-12
T001143,CUST0082,2020-08-29,2020-09-30
T001144,CUST0082,2024-04-14,2024-05-03
T001145,CUST0082,2022-10-05,2022-11-16
T001146,CUST0082,2022-09-06,2022-09-14
T001147,CUST0082,2022-09-01,2022-09-17
T001148,CUST0082,2020-11-29,2021-01-06
T001149,CUST0082,2023-11-17,2023-11-19
T001150,CUST0082,2022-01-06,2022-01-27
T001151,CUST0082,2023-02-17,2023-03-09
T001152,CUST0082,2023-03-17,2023-04-10
T001153,CUST0082,2024-05-03,2024-05-03
T001154,CUST0082,2024-08-19,2024-08-29
T001155,CUST0083,2023-05-06,2023-05-15
T001156,CUST0083,2023-09-06,2023-09-30
T001157,CUST0083,2023-05-14,2023-06-28
T001158,CUST0083,2024-09-05,2024-09-18
T001159,CUST0083,2022-09-27,2022-10-07
T001160,CUST0083,2022-04-09,2022-05-13
T001161,CUST0083,2023-05-09,2023-06-18
T001162,CUST0083,2022-11-15,2022-11-23
